locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_04561	CDS	873	rluF	5.4.99.21	COG1187	23S rRNA pseudouridine(2604) synthase
CAICOJHJ_04562	CDS	273				hypothetical protein
CAICOJHJ_04563	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
CAICOJHJ_04564	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
CAICOJHJ_04565	CDS	243				hypothetical protein
CAICOJHJ_04566	CDS	639	gfcB			putative lipoprotein GfcB
CAICOJHJ_04567	CDS	738				hypothetical protein
CAICOJHJ_04568	CDS	2097				hypothetical protein
CAICOJHJ_04569	CDS	159				hypothetical protein
CAICOJHJ_04570	CDS	411	psiE		COG3223	Protein PsiE
CAICOJHJ_04571	CDS	891	malG		COG3833	Maltose transport system permease protein MalG
CAICOJHJ_04572	CDS	1545	malF		COG1175	Maltose transport system permease protein MalF
CAICOJHJ_04573	CDS	1191	malE		COG2182	Maltose-binding periplasmic protein
CAICOJHJ_04574	CDS	1116	malK	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
CAICOJHJ_04575	CDS	1341	lamB		COG4580	Maltoporin
CAICOJHJ_04576	CDS	921				hypothetical protein
CAICOJHJ_04577	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
CAICOJHJ_04578	CDS	873	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
CAICOJHJ_04579	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
CAICOJHJ_04580	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
CAICOJHJ_04581	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
CAICOJHJ_04582	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
CAICOJHJ_04583	CDS	210				hypothetical protein
CAICOJHJ_04584	CDS	516	zur		COG0735	Zinc uptake regulation protein
CAICOJHJ_04585	CDS	996	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
CAICOJHJ_04586	CDS	243	pspG			Phage shock protein G
CAICOJHJ_04587	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
CAICOJHJ_04588	CDS	2049				hypothetical protein
CAICOJHJ_04589	CDS	1401	yhjE_3			Inner membrane metabolite transport protein YhjE
CAICOJHJ_04590	CDS	780	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
CAICOJHJ_04591	CDS	1572	carA_2	2.8.3.23	COG4670	Caffeate CoA-transferase
CAICOJHJ_04592	CDS	1035	cytR_3		COG1609	HTH-type transcriptional repressor CytR
CAICOJHJ_04593	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
CAICOJHJ_04594	CDS	561				hypothetical protein
CAICOJHJ_04595	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
CAICOJHJ_04596	CDS	558	pnuC_2		COG3201	Nicotinamide riboside transporter PnuC
CAICOJHJ_04597	CDS	1005	nadR_1		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
CAICOJHJ_04598	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
CAICOJHJ_04599	CDS	2745	sucA_2	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
CAICOJHJ_04600	CDS	1155	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
CAICOJHJ_04601	CDS	1419	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
CAICOJHJ_04602	CDS	1170	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
CAICOJHJ_04603	CDS	873	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
CAICOJHJ_04604	CDS	1500	ybhI_2		COG0471	Inner membrane protein YbhI
CAICOJHJ_04605	CDS	1074	ldh	1.1.1.27	COG2055	L-lactate dehydrogenase
CAICOJHJ_04606	CDS	1359	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
CAICOJHJ_04607	CDS	1821	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
CAICOJHJ_04608	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
CAICOJHJ_04609	CDS	417				hypothetical protein
CAICOJHJ_04610	CDS	357	yjbR_2		COG2315	putative protein YjbR
CAICOJHJ_04611	CDS	2823	uvrA		COG0178	UvrABC system protein A
CAICOJHJ_04612	CDS	537	ssb_2		COG0629	Single-stranded DNA-binding protein
CAICOJHJ_04613	CDS	282				hypothetical protein
CAICOJHJ_04614	CDS	1554	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
CAICOJHJ_04615	CDS	324	soxS_2			Regulatory protein SoxS
CAICOJHJ_04616	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
CAICOJHJ_04617	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
CAICOJHJ_04618	CDS	1650	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
CAICOJHJ_04619	CDS	885	oxyR_3			Hydrogen peroxide-inducible genes activator
CAICOJHJ_04620	CDS	411	cidA		COG1380	Holin-like protein CidA
CAICOJHJ_04621	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
CAICOJHJ_04622	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
CAICOJHJ_04623	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
CAICOJHJ_04624	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CAICOJHJ_04625	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
CAICOJHJ_04626	CDS	567	nrfB			Cytochrome c-type protein NrfB
CAICOJHJ_04627	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
CAICOJHJ_04628	CDS	957				hypothetical protein
CAICOJHJ_04629	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
CAICOJHJ_04630	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
CAICOJHJ_04631	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
CAICOJHJ_04632	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
CAICOJHJ_04633	CDS	690				hypothetical protein
CAICOJHJ_04634	CDS	705	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
CAICOJHJ_04635	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
CAICOJHJ_04636	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
CAICOJHJ_04637	CDS	1050	dppB_2		COG0601	Dipeptide transport system permease protein DppB
CAICOJHJ_04638	CDS	1569	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
CAICOJHJ_04639	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
CAICOJHJ_04640	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
CAICOJHJ_04641	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
CAICOJHJ_04642	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
CAICOJHJ_04643	CDS	1032	mdtN_2		COG1566	Multidrug resistance protein MdtN
CAICOJHJ_04644	CDS	276				hypothetical protein
CAICOJHJ_04645	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
CAICOJHJ_04646	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
CAICOJHJ_04647	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
CAICOJHJ_04648	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
CAICOJHJ_04649	CDS	1533	rbsA_3	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
CAICOJHJ_04650	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
CAICOJHJ_04651	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
CAICOJHJ_04652	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
CAICOJHJ_04653	CDS	330				hypothetical protein
CAICOJHJ_04654	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
CAICOJHJ_04655	CDS	330	phnO	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
CAICOJHJ_04656	CDS	612	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
CAICOJHJ_04657	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
CAICOJHJ_04658	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
CAICOJHJ_04659	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
CAICOJHJ_04660	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
CAICOJHJ_04661	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
CAICOJHJ_04662	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
CAICOJHJ_04663	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
CAICOJHJ_04664	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
CAICOJHJ_04665	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
CAICOJHJ_04666	CDS	1017	phnD		COG3221	Phosphate-import protein PhnD
CAICOJHJ_04667	CDS	789	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
CAICOJHJ_04668	CDS	444				hypothetical protein
CAICOJHJ_04669	CDS	336				hypothetical protein
CAICOJHJ_04670	CDS	2229	crfC_4		COG0699	Clamp-binding protein CrfC
CAICOJHJ_04671	CDS	879				hypothetical protein
CAICOJHJ_04672	CDS	1503	proP_3			Proline/betaine transporter
CAICOJHJ_04673	CDS	90				hypothetical protein
CAICOJHJ_04674	CDS	1101	basS	2.7.13.3		Sensor protein BasS
CAICOJHJ_04675	CDS	669	basR			Transcriptional regulatory protein BasR
CAICOJHJ_04676	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
CAICOJHJ_04677	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
CAICOJHJ_04678	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
CAICOJHJ_04679	CDS	2271	adiA_2	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
CAICOJHJ_04680	CDS	909	melR			Melibiose operon regulatory protein
CAICOJHJ_04681	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
CAICOJHJ_04682	CDS	282	yjdF_1		COG3647	Inner membrane protein YjdF
CAICOJHJ_04683	CDS	381	yjdF_2		COG3647	Inner membrane protein YjdF
CAICOJHJ_04684	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
CAICOJHJ_04685	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
CAICOJHJ_04686	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
CAICOJHJ_04687	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
CAICOJHJ_04688	CDS	231				hypothetical protein
CAICOJHJ_04689	CDS	273	yjdJ		COG2388	putative protein YjdJ
CAICOJHJ_04690	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
CAICOJHJ_04691	CDS	174	ghoT			Toxin GhoT
CAICOJHJ_04692	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
CAICOJHJ_04693	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
CAICOJHJ_04694	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
CAICOJHJ_04695	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
CAICOJHJ_04696	CDS	1539	cadC		COG3710	Transcriptional activator CadC
CAICOJHJ_04697	CDS	1500				hypothetical protein
CAICOJHJ_04698	CDS	756				Insertion sequence IS5376 putative ATP-binding protein
CAICOJHJ_04699	CDS	525				hypothetical protein
CAICOJHJ_04700	CDS	198				hypothetical protein
CAICOJHJ_04701	CDS	489				hypothetical protein
CAICOJHJ_04702	CDS	378	cbtA_6			Cytoskeleton-binding toxin CbtA
CAICOJHJ_04703	CDS	429	cbeA_7			Cytoskeleton bundling-enhancing antitoxin CbeA
CAICOJHJ_04704	CDS	222				hypothetical protein
CAICOJHJ_04705	CDS	477				hypothetical protein
CAICOJHJ_04706	CDS	486	klcA_6			Antirestriction protein KlcA
CAICOJHJ_04707	CDS	819				hypothetical protein
CAICOJHJ_04708	CDS	234				hypothetical protein
CAICOJHJ_04709	CDS	678				hypothetical protein
CAICOJHJ_04710	CDS	681				hypothetical protein
CAICOJHJ_04711	CDS	177				hypothetical protein
CAICOJHJ_04712	CDS	885	der_2			GTPase Der
CAICOJHJ_04713	CDS	951				hypothetical protein
CAICOJHJ_04714	CDS	789				hypothetical protein
CAICOJHJ_04715	CDS	219				hypothetical protein
CAICOJHJ_04716	CDS	675				hypothetical protein
CAICOJHJ_04717	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_04718	CDS	741				hypothetical protein
CAICOJHJ_04719	CDS	2049	cirA_6		COG4771	Colicin I receptor
CAICOJHJ_04720	CDS	783				hypothetical protein
CAICOJHJ_04721	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_04722	CDS	888				hypothetical protein
CAICOJHJ_04723	CDS	1011	papG_2			Fimbrial adhesin PapG
CAICOJHJ_04724	CDS	501	prsF_2			Minor fimbrial protein PrsF
CAICOJHJ_04725	CDS	522	papE_2			Fimbrial protein PapE
CAICOJHJ_04726	CDS	537	papK_2			Fimbrial adapter PapK
CAICOJHJ_04727	CDS	582				hypothetical protein
CAICOJHJ_04728	CDS	720	papD_2		COG3121	Chaperone protein PapD
CAICOJHJ_04729	CDS	2520	papC_4		COG3188	Outer membrane usher protein PapC
CAICOJHJ_04730	CDS	588	papH_2			PAP fimbrial minor pilin protein
CAICOJHJ_04731	CDS	564	papA_2			Pap fimbrial major pilin protein
CAICOJHJ_04732	CDS	273	papB_4			Major pilu subunit operon regulatory protein PapB
CAICOJHJ_04733	CDS	222				P fimbrial regulatory protein KS71A
CAICOJHJ_04734	CDS	234				hypothetical protein
CAICOJHJ_04735	CDS	573				hypothetical protein
CAICOJHJ_04736	CDS	327				hypothetical protein
CAICOJHJ_04737	CDS	174				hypothetical protein
CAICOJHJ_04738	CDS	279				hypothetical protein
CAICOJHJ_04739	CDS	714				hypothetical protein
CAICOJHJ_04740	CDS	366				hypothetical protein
CAICOJHJ_04741	CDS	1365	pgtP		COG2271	Phosphoglycerate transporter protein
CAICOJHJ_04742	CDS	1083	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
CAICOJHJ_04743	CDS	2010	pgtB	2.7.13.3	COG4192	Phosphoglycerate transport system sensor protein PgtB
CAICOJHJ_04744	CDS	1248	dctD_2			C4-dicarboxylate transport transcriptional regulatory protein DctD
CAICOJHJ_04745	CDS	276				hypothetical protein
CAICOJHJ_04746	CDS	645				hypothetical protein
CAICOJHJ_04747	CDS	564	ybdM_3		COG1475	putative protein YbdM
CAICOJHJ_04748	CDS	1233	cysH_4	1.8.4.8		Phosphoadenosine phosphosulfate reductase
CAICOJHJ_04749	CDS	645				hypothetical protein
CAICOJHJ_04750	CDS	1449				hypothetical protein
CAICOJHJ_04751	CDS	888				hypothetical protein
CAICOJHJ_04752	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
CAICOJHJ_04753	CDS	1752				hypothetical protein
CAICOJHJ_04754	CDS	153				hypothetical protein
CAICOJHJ_04755	CDS	1263	intS_5		COG0582	Prophage integrase IntS
CAICOJHJ_04756	tRNA	76				tRNA-Phe(gaa)
CAICOJHJ_04757	CDS	576				hypothetical protein
CAICOJHJ_04758	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
CAICOJHJ_04759	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
CAICOJHJ_04760	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
CAICOJHJ_04761	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
CAICOJHJ_04762	CDS	477				hypothetical protein
CAICOJHJ_04763	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
CAICOJHJ_04764	CDS	294	groS		COG0234	10 kDa chaperonin
CAICOJHJ_04765	CDS	1647	groL			60 kDa chaperonin
CAICOJHJ_04766	CDS	354				hypothetical protein
CAICOJHJ_04767	CDS	870				hypothetical protein
CAICOJHJ_04768	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
CAICOJHJ_04769	CDS	567	efp		COG0231	Elongation factor P
CAICOJHJ_04770	CDS	126				hypothetical protein
CAICOJHJ_04771	CDS	147				hypothetical protein
CAICOJHJ_04772	CDS	318	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
CAICOJHJ_04773	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
CAICOJHJ_04774	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
CAICOJHJ_04775	CDS	360	frdD		COG3080	Fumarate reductase subunit D
CAICOJHJ_04776	CDS	396	frdC		COG3029	Fumarate reductase subunit C
CAICOJHJ_04777	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
CAICOJHJ_04778	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
CAICOJHJ_04779	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
CAICOJHJ_04780	CDS	1458	yjeM			Inner membrane transporter YjeM
CAICOJHJ_04781	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
CAICOJHJ_04782	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
CAICOJHJ_04783	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
CAICOJHJ_04784	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
CAICOJHJ_04785	tRNA	76				tRNA-Gly(gcc)
CAICOJHJ_04786	tRNA	76				tRNA-Gly(gcc)
CAICOJHJ_04787	tRNA	76				tRNA-Gly(gcc)
CAICOJHJ_04788	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
CAICOJHJ_04789	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CAICOJHJ_04790	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CAICOJHJ_04791	CDS	1332	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
CAICOJHJ_04792	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
CAICOJHJ_04793	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CAICOJHJ_04794	CDS	309	hfq		COG1923	RNA-binding protein Hfq
CAICOJHJ_04795	CDS	1281	hflX		COG2262	GTPase HflX
CAICOJHJ_04796	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
CAICOJHJ_04797	CDS	1005	hflC_2		COG0330	Modulator of FtsH protease HflC
CAICOJHJ_04798	CDS	198				hypothetical protein
CAICOJHJ_04799	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CAICOJHJ_04800	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
CAICOJHJ_04801	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
CAICOJHJ_04802	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
CAICOJHJ_04803	CDS	402				hypothetical protein
CAICOJHJ_04804	CDS	699				hypothetical protein
CAICOJHJ_04805	CDS	660				hypothetical protein
CAICOJHJ_04806	CDS	390				hypothetical protein
CAICOJHJ_04807	CDS	639				hypothetical protein
CAICOJHJ_04808	CDS	258	yjfC_1	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
CAICOJHJ_04809	CDS	909	yjfC_2	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
CAICOJHJ_04810	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
CAICOJHJ_04811	CDS	276				hypothetical protein
CAICOJHJ_04812	CDS	330	bsmA			Lipoprotein BsmA
CAICOJHJ_04813	CDS	750	bphD	3.7.1.8		2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase
CAICOJHJ_04814	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
CAICOJHJ_04815	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
CAICOJHJ_04816	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
CAICOJHJ_04817	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
CAICOJHJ_04818	CDS	465	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
CAICOJHJ_04819	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
CAICOJHJ_04820	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
CAICOJHJ_04821	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
CAICOJHJ_04822	CDS	276				hypothetical protein
CAICOJHJ_04823	CDS	396	rpsF		COG0360	30S ribosomal protein S6
CAICOJHJ_04824	CDS	315	priB		COG2965	Primosomal replication protein N
CAICOJHJ_04825	CDS	228	rpsR		COG0238	30S ribosomal protein S18
CAICOJHJ_04826	CDS	450	rplI		COG0359	50S ribosomal protein L9
CAICOJHJ_04827	CDS	492				hypothetical protein
CAICOJHJ_04828	CDS	588				hypothetical protein
CAICOJHJ_04829	CDS	612				hypothetical protein
CAICOJHJ_04830	CDS	1278	exuT_3			Hexuronate transporter
CAICOJHJ_04831	CDS	2073				hypothetical protein
CAICOJHJ_04832	CDS	1542	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
CAICOJHJ_04833	CDS	777	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
CAICOJHJ_04834	CDS	843		5.1.3.31	COG1082	D-tagatose 3-epimerase
CAICOJHJ_04835	CDS	792	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CAICOJHJ_04836	CDS	648	nicS			HTH-type transcriptional repressor NicS
CAICOJHJ_04837	CDS	639	oapA		COG3061	Opacity-associated protein OapA
CAICOJHJ_04838	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
CAICOJHJ_04839	CDS	1413	cycA			D-serine/D-alanine/glycine transporter
CAICOJHJ_04840	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
CAICOJHJ_04841	CDS	966	ytfF			Inner membrane protein YtfF
CAICOJHJ_04842	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
CAICOJHJ_04843	CDS	381	hxlR		COG1733	HTH-type transcriptional activator HxlR
CAICOJHJ_04844	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
CAICOJHJ_04845	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
CAICOJHJ_04846	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
CAICOJHJ_04847	CDS	207				hypothetical protein
CAICOJHJ_04848	CDS	1344				hypothetical protein
CAICOJHJ_04849	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
CAICOJHJ_04850	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
CAICOJHJ_04851	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
CAICOJHJ_04852	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
CAICOJHJ_04853	CDS	1473	esiB_3			Secretory immunoglobulin A-binding protein EsiB
CAICOJHJ_04854	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
CAICOJHJ_04855	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
CAICOJHJ_04856	CDS	1503	fruK	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
CAICOJHJ_04857	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
CAICOJHJ_04858	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
CAICOJHJ_04859	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
CAICOJHJ_04860	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
CAICOJHJ_04861	CDS	552				hypothetical protein
CAICOJHJ_04862	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
CAICOJHJ_04863	CDS	387	cybC		COG3783	Soluble cytochrome b562
CAICOJHJ_04864	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
CAICOJHJ_04865	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
CAICOJHJ_04866	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
CAICOJHJ_04867	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
CAICOJHJ_04868	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
CAICOJHJ_04869	CDS	2697	mgtA	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
CAICOJHJ_04870	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CAICOJHJ_04871	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
CAICOJHJ_04872	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
CAICOJHJ_04873	CDS	489	argR_2			Arginine repressor
CAICOJHJ_04874	CDS	1404				hypothetical protein
CAICOJHJ_04875	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
CAICOJHJ_04876	CDS	933	arcC1_4	2.7.2.2		Carbamate kinase 1
CAICOJHJ_04877	CDS	1221	arcA_1	3.5.3.6	COG2235	Arginine deiminase
CAICOJHJ_04878	CDS	453	tabA_2		COG2731	Toxin-antitoxin biofilm protein TabA
CAICOJHJ_04879	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
CAICOJHJ_04880	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
CAICOJHJ_04881	CDS	504				hypothetical protein
CAICOJHJ_04882	CDS	753	yjgN		COG4269	Inner membrane protein YjgN
CAICOJHJ_04883	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
